index,name,sector,biome,hazards,hash,position,waypoints,maxHealth,health,disabled,initialOwner,currentOwner,regenPerSecond,event,statistics,attacking
199,MARTALE,Andromeda,"{'name': 'Tundra', 'description': ""A perennially chilly climate has allowed short, colourful shrubs to flourish across this planet's surface.""}","[{'name': 'None', 'description': ""This planet's environment is not yet known, or has no environmental modifiers.""}]",2016899055,"{'x': -0.5379487, 'y': 0.3338475}",[],1000000,1000000,False,Humans,Automaton,2.7777777,,"{'missionsWon': 7054246, 'missionsLost': 670507, 'missionTime': 25416175307, 'terminidKills': 991, 'automatonKills': 2025969406, 'illuminateKills': 0, 'bulletsFired': 10916628764, 'bulletsHit': 11446938676, 'timePlayed': 25416175307, 'deaths': 61025397, 'revives': 0, 'friendlies': 5779433, 'missionSuccessRate': 91, 'accuracy': 100, 'playerCount': 3012}",[]
200,MATAR BAY,Andromeda,"{'name': 'Highlands', 'description': 'Rocky outcroppings punctuate fields of tall grass in a planet dominated by misty highland terrain.'}","[{'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",2071495162,"{'x': -0.4909794, 'y': 0.4139719}","[159, 199, 201]",1000000,1000000,False,Humans,Automaton,4.1666665,,"{'missionsWon': 5213056, 'missionsLost': 491422, 'missionTime': 19483963272, 'terminidKills': 1250, 'automatonKills': 1724818394, 'illuminateKills': 0, 'bulletsFired': 8439445772, 'bulletsHit': 9155558168, 'timePlayed': 19483963272, 'deaths': 44039608, 'revives': 0, 'friendlies': 4676167, 'missionSuccessRate': 91, 'accuracy': 100, 'playerCount': 1243}",[]
201,MEISSA,Ymir,"{'name': 'Jungle', 'description': 'Abundant with life, this wet planet is covered in deep oceans, thick forests, and tall grasses.'}","[{'name': 'Volcanic Activity', 'description': 'Volcanoes throw burning rocks around this planet.'}, {'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",996779072,"{'x': -0.5683347, 'y': 0.4903273}","[245, 249]",1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 2025480, 'missionsLost': 239580, 'missionTime': 7589058166, 'terminidKills': 123, 'automatonKills': 558653535, 'illuminateKills': 0, 'bulletsFired': 3221778328, 'bulletsHit': 3334780492, 'timePlayed': 7589058166, 'deaths': 19819414, 'revives': 0, 'friendlies': 2065054, 'missionSuccessRate': 89, 'accuracy': 100, 'playerCount': 3}",[200]
202,MEKBUDA,Valdis,"{'name': 'Canyon', 'description': 'This arid, rocky biome covering this world has driven the evolution of exceptionally efficient water usage in its various organisms.'}","[{'name': 'Extreme Cold', 'description': 'Icy temperatures reduce rate of fire and delay heat buildup in weapons.'}]",1982461871,"{'x': -0.53437203, 'y': 0.6510685}",[],1000000,1000000,False,Humans,Automaton,4.1666665,,"{'missionsWon': 50, 'missionsLost': 6, 'missionTime': 143975, 'terminidKills': 0, 'automatonKills': 10482, 'illuminateKills': 0, 'bulletsFired': 76320, 'bulletsHit': 80386, 'timePlayed': 143975, 'deaths': 396, 'revives': 0, 'friendlies': 20, 'missionSuccessRate': 89, 'accuracy': 100, 'playerCount': 0}",[]
203,MENKENT,Hydra,"{'name': 'Desolate', 'description': 'Scorching temperatures, high winds, and low precipitation cause a near-constant cycle of fires to sweep this planet, punctuated by short bursts of lush rebirth between infernos.'}","[{'name': 'Intense Heat', 'description': 'High temperatures increase stamina drain and speed up heat buildup in weapons.'}, {'name': 'Fire Tornadoes', 'description': 'Planet is ravaged by deadly fire tornadoes.'}]",3161413384,"{'x': -0.31501773, 'y': 0.4560387}","[112, 160, 194]",1000000,1000000,False,Humans,Automaton,5.5555553,,"{'missionsWon': 10350237, 'missionsLost': 1470677, 'missionTime': 35690504786, 'terminidKills': 1315, 'automatonKills': 2417062106, 'illuminateKills': 0, 'bulletsFired': 15450266490, 'bulletsHit': 15872693426, 'timePlayed': 35690504786, 'deaths': 99338897, 'revives': 0, 'friendlies': 9094890, 'missionSuccessRate': 87, 'accuracy': 100, 'playerCount': 819}",[]
204,MERAK,Valdis,"{'name': 'Rainforest', 'description': ""The strange subversion of photosynthesis that sustains the oddly-hued flora that flourishes on this planet remains an intriguing mystery to Super Earth's greatest exo-biologists.""}","[{'name': 'Intense Heat', 'description': 'High temperatures increase stamina drain and speed up heat buildup in weapons.'}, {'name': 'Acid Storms', 'description': 'Corrosive acid storms temporarily reduce armor effectiveness for both enemy and friendly units.'}]",964201429,"{'x': -0.35206652, 'y': 0.64499736}",[115],1000000,1000000,False,Humans,Automaton,4.1666665,,"{'missionsWon': 117454, 'missionsLost': 12248, 'missionTime': 321922246, 'terminidKills': 45, 'automatonKills': 21197719, 'illuminateKills': 0, 'bulletsFired': 135767289, 'bulletsHit': 135865380, 'timePlayed': 321922246, 'deaths': 929058, 'revives': 0, 'friendlies': 87263, 'missionSuccessRate': 90, 'accuracy': 100, 'playerCount': 0}",[]
205,MERGA IV,Valdis,"{'name': 'Foggy Swamp', 'description': 'Squelching mud, twisting roots; the odor of rot and anarchy. A teeming, endless morass.'}","[{'name': 'Thick Fog', 'description': 'Dense fog lightly reduce visibility for both enemy and friendly units.'}]",319528443,"{'x': -0.32600746, 'y': 0.7472937}",[],1000000,1000000,False,Humans,Automaton,4.1666665,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
206,MINCHIR,Gellert,"{'name': 'Rainforest', 'description': ""The strange subversion of photosynthesis that sustains the oddly-hued flora that flourishes on this planet remains an intriguing mystery to Super Earth's greatest exo-biologists.""}","[{'name': 'Ion Storms', 'description': 'Ion storms intermittently disable Stratagems.'}]",1805868079,"{'x': 0.084947325, 'y': 0.8337918}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
207,MINTORIA,Gellert,"{'name': 'Highlands', 'description': 'Rocky outcroppings punctuate fields of tall grass in a planet dominated by misty highland terrain.'}","[{'name': 'Thick Fog', 'description': 'Dense fog lightly reduce visibility for both enemy and friendly units.'}, {'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",2174989502,"{'x': -0.06005267, 'y': 0.84179187}",[251],1000000,1000000,False,Humans,Humans,0.00027777778,,"{'missionsWon': 376008, 'missionsLost': 27255, 'missionTime': 1353740885, 'terminidKills': 0, 'automatonKills': 124194213, 'illuminateKills': 0, 'bulletsFired': 502161023, 'bulletsHit': 530887548, 'timePlayed': 1353740885, 'deaths': 2890609, 'revives': 0, 'friendlies': 298304, 'missionSuccessRate': 93, 'accuracy': 100, 'playerCount': 0}",[251]
208,MORDIA 9,Hawking,"{'name': 'Ethereal', 'description': 'This world teems with ethereal, boundless, and peculiar plant life that spreads silent and uninterrupted across its entire surface.'}","[{'name': 'None', 'description': ""This planet's environment is not yet known, or has no environmental modifiers.""}]",1125831687,"{'x': 0.3105063, 'y': 0.77156365}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
209,NABATEA SECUNDUS,L'estrade,"{'name': 'Swamp', 'description': 'Tall, gnarled trees flourish across the surface of this forested world. Sunlight filters past dangling vines, to the saturated undergrowth below.'}","[{'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",2595930801,"{'x': 0.7657729, 'y': 0.5369948}",[210],1000000,1000000,False,Terminids,Terminids,4.1666665,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
210,NAVI VII,L'estrade,"{'name': 'Jungle', 'description': 'Abundant with life, this wet planet is covered in deep oceans, thick forests, and tall grasses.'}","[{'name': 'Volcanic Activity', 'description': 'Volcanoes throw burning rocks around this planet.'}, {'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",1644011282,"{'x': 0.77812827, 'y': 0.3443502}",[],1000000,1000000,False,Terminids,Terminids,4.1666665,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
211,NIVEL 43,Mirin,"{'name': 'Wasteland', 'description': 'The lifeless grey of this planet is interrupted only by the violet flowers that grow from strange, parasitic outcroppings.'}","[{'name': 'Thick Fog', 'description': 'Dense fog lightly reduce visibility for both enemy and friendly units.'}]",301092871,"{'x': 0.4889177, 'y': 0.43328553}","[75, 122]",1000000,1000000,False,Terminids,Terminids,8.333333,,"{'missionsWon': 5287450, 'missionsLost': 471778, 'missionTime': 11594429317, 'terminidKills': 1427381406, 'automatonKills': 485, 'illuminateKills': 0, 'bulletsFired': 7177967449, 'bulletsHit': 8661612098, 'timePlayed': 11594429317, 'deaths': 30128185, 'revives': 0, 'friendlies': 4907734, 'missionSuccessRate': 91, 'accuracy': 100, 'playerCount': 1}",[]
212,OSHAUNE,Mirin,"{'name': 'Highlands', 'description': 'Rocky outcroppings punctuate fields of tall grass in a planet dominated by misty highland terrain.'}","[{'name': 'Thick Fog', 'description': 'Dense fog lightly reduce visibility for both enemy and friendly units.'}, {'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",1344035939,"{'x': 0.633865, 'y': 0.3955063}",[],1000000,1000000,False,Terminids,Terminids,4.1666665,,"{'missionsWon': 15495508, 'missionsLost': 1762689, 'missionTime': 34009877943, 'terminidKills': 4394310824, 'automatonKills': 307, 'illuminateKills': 0, 'bulletsFired': 22546196002, 'bulletsHit': 26979221274, 'timePlayed': 34009877943, 'deaths': 87705241, 'revives': 0, 'friendlies': 14961390, 'missionSuccessRate': 89, 'accuracy': 100, 'playerCount': 6}",[]
213,OVERGOE PRIME,Sten,"{'name': 'Crimsonmoor', 'description': 'A crimson algae has propagated wildly across this entire planet, coating its rocky hills with a constant red that masks the spilt blood of the heroes who defend it from tyranny.'}","[{'name': 'Ion Storms', 'description': 'Ion storms intermittently disable Stratagems.'}]",2798506372,"{'x': 0.9115288, 'y': 0.18509296}",[],1000000,1000000,False,Terminids,Terminids,4.1666665,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
214,PANDION-XXIV,Jin Xi,"{'name': 'Wasteland', 'description': 'The lifeless grey of this planet is interrupted only by the violet flowers that grow from strange, parasitic outcroppings.'}","[{'name': 'Thick Fog', 'description': 'Dense fog lightly reduce visibility for both enemy and friendly units.'}]",2529588949,"{'x': 0.7147919, 'y': 0.06394728}",[217],1000000,1000000,False,Humans,Terminids,5.5555553,,"{'missionsWon': 13512289, 'missionsLost': 966959, 'missionTime': 46758638332, 'terminidKills': 6323002555, 'automatonKills': 442, 'illuminateKills': 0, 'bulletsFired': 25415598511, 'bulletsHit': 30800034142, 'timePlayed': 46758638332, 'deaths': 106089965, 'revives': 0, 'friendlies': 18339732, 'missionSuccessRate': 93, 'accuracy': 100, 'playerCount': 597}",[]
215,PARTION,Sten,"{'name': 'Desolate', 'description': 'Scorching temperatures, high winds, and low precipitation cause a near-constant cycle of fires to sweep this planet, punctuated by short bursts of lush rebirth between infernos.'}","[{'name': 'Intense Heat', 'description': 'High temperatures increase stamina drain and speed up heat buildup in weapons.'}, {'name': 'Fire Tornadoes', 'description': 'Planet is ravaged by deadly fire tornadoes.'}]",2633633039,"{'x': 0.8417918, 'y': 0.10094728}","[171, 213, 217]",1000000,1000000,False,Terminids,Terminids,4.1666665,,"{'missionsWon': 1975554, 'missionsLost': 199435, 'missionTime': 6390929204, 'terminidKills': 780355243, 'automatonKills': 147, 'illuminateKills': 0, 'bulletsFired': 3042597645, 'bulletsHit': 3556143388, 'timePlayed': 6390929204, 'deaths': 14798062, 'revives': 0, 'friendlies': 2285572, 'missionSuccessRate': 90, 'accuracy': 100, 'playerCount': 1}",[]
216,PEACOCK,Sten,"{'name': 'Rainforest', 'description': ""The strange subversion of photosynthesis that sustains the oddly-hued flora that flourishes on this planet remains an intriguing mystery to Super Earth's greatest exo-biologists.""}","[{'name': 'Ion Storms', 'description': 'Ion storms intermittently disable Stratagems.'}]",3575106066,"{'x': 0.93316215, 'y': 0.004525}",[215],1000000,1000000,False,Terminids,Terminids,5.5555553,,"{'missionsWon': 729784, 'missionsLost': 63426, 'missionTime': 2702250027, 'terminidKills': 367271737, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 1377097815, 'bulletsHit': 1653772024, 'timePlayed': 2702250027, 'deaths': 6625654, 'revives': 0, 'friendlies': 1073960, 'missionSuccessRate': 92, 'accuracy': 100, 'playerCount': 0}",[]
217,PHACT BAY,Jin Xi,"{'name': 'Mesa', 'description': ""A blazing-hot desert planet, it's rocky mesas are the sole interruptions to the endless sea of dunes.""}","[{'name': 'Intense Heat', 'description': 'High temperatures increase stamina drain and speed up heat buildup in weapons.'}, {'name': 'Sandstorms', 'description': 'Dense sandstorms reduce mobility and greatly reduce visibility for both enemy and friendly units.'}]",1050117740,"{'x': 0.7587918, 'y': -0.019947395}","[128, 172]",1000000,1000000,False,Humans,Terminids,5.5555553,,"{'missionsWon': 8182493, 'missionsLost': 710856, 'missionTime': 30122711928, 'terminidKills': 4047317246, 'automatonKills': 402, 'illuminateKills': 275, 'bulletsFired': 16091107740, 'bulletsHit': 19565109778, 'timePlayed': 30122711928, 'deaths': 65984439, 'revives': 0, 'friendlies': 11502359, 'missionSuccessRate': 92, 'accuracy': 100, 'playerCount': 1974}",[]
218,PHERKAD SECUNDUS,Farsight,"{'name': 'Swamp', 'description': 'Tall, gnarled trees flourish across the surface of this forested world. Sunlight filters past dangling vines, to the saturated undergrowth below.'}","[{'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",1272337220,"{'x': 0.8658252, 'y': -0.30003393}",[219],1000000,1000000,False,Humans,Terminids,4.1666665,,"{'missionsWon': 956585, 'missionsLost': 102152, 'missionTime': 3282916872, 'terminidKills': 491131709, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 1841374617, 'bulletsHit': 2195188716, 'timePlayed': 3282916872, 'deaths': 7463619, 'revives': 0, 'friendlies': 1175225, 'missionSuccessRate': 90, 'accuracy': 100, 'playerCount': 404}",[]
219,POLARIS PRIME,Farsight,"{'name': 'Desert', 'description': 'A desert planet prone to unpredictable and dangerous sand twisters.'}","[{'name': 'Intense Heat', 'description': 'High temperatures increase stamina drain and speed up heat buildup in weapons.'}, {'name': 'Tremors', 'description': 'Frequent earthquakes stun players and enemies alike.'}]",1029706994,"{'x': 0.7575288, 'y': -0.351093}",[220],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 446333, 'missionsLost': 49206, 'missionTime': 1885408549, 'terminidKills': 241546973, 'automatonKills': 0, 'illuminateKills': 59931865, 'bulletsFired': 1013942335, 'bulletsHit': 1165893764, 'timePlayed': 1885408549, 'deaths': 3867114, 'revives': 0, 'friendlies': 708938, 'missionSuccessRate': 90, 'accuracy': 100, 'playerCount': 1}",[218]
220,POLLUX 31,Farsight,"{'name': 'Jungle', 'description': 'Abundant with life, this wet planet is covered in deep oceans, thick forests, and tall grasses.'}","[{'name': 'Volcanic Activity', 'description': 'Volcanoes throw burning rocks around this planet.'}, {'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",4039961663,"{'x': 0.7659177, 'y': -0.48228556}",[221],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
221,PRASA,Farsight,"{'name': 'Canyon', 'description': 'This arid, rocky biome covering this world has driven the evolution of exceptionally efficient water usage in its various organisms.'}","[{'name': 'Tremors', 'description': 'Frequent earthquakes stun players and enemies alike.'}]",3290149632,"{'x': 0.66399485, 'y': -0.5727729}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
222,PROPUS,Leo,"{'name': 'Mesa', 'description': ""A blazing-hot desert planet, it's rocky mesas are the sole interruptions to the endless sea of dunes.""}","[{'name': 'Intense Heat', 'description': 'High temperatures increase stamina drain and speed up heat buildup in weapons.'}, {'name': 'Sandstorms', 'description': 'Dense sandstorms reduce mobility and greatly reduce visibility for both enemy and friendly units.'}]",3795087598,"{'x': 0.58777285, 'y': -0.676995}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 112868, 'missionsLost': 12149, 'missionTime': 470265345, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 76192632, 'bulletsFired': 334096252, 'bulletsHit': 328371550, 'timePlayed': 470265345, 'deaths': 836166, 'revives': 0, 'friendlies': 155074, 'missionSuccessRate': 90, 'accuracy': 98, 'playerCount': 2}",[]
223,RAS ALGETHI,Leo,"{'name': 'Tundra', 'description': ""A perennially chilly climate has allowed short, colourful shrubs to flourish across this planet's surface.""}","[{'name': 'None', 'description': ""This planet's environment is not yet known, or has no environmental modifiers.""}]",4053031948,"{'x': 0.49028546, 'y': -0.71661645}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 138600, 'missionsLost': 18149, 'missionTime': 580915946, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 94291759, 'bulletsFired': 433163662, 'bulletsHit': 418773586, 'timePlayed': 580915946, 'deaths': 1079372, 'revives': 0, 'friendlies': 204045, 'missionSuccessRate': 88, 'accuracy': 96, 'playerCount': 2}",[]
224,RD-4,Rigel,"{'name': 'Moon', 'description': 'A rocky, lonely moon with extremely valuable mineral deposits underneath the surface.'}","[{'name': 'Extreme Cold', 'description': 'Icy temperatures reduce rate of fire and delay heat buildup in weapons.'}, {'name': 'Meteor Storms', 'description': 'Meteors impact the surface causing massive damage.'}]",3659425534,"{'x': 0.29350623, 'y': -0.8715637}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 557597, 'missionsLost': 53156, 'missionTime': 2321277340, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 372548988, 'bulletsFired': 1609350631, 'bulletsHit': 1587318660, 'timePlayed': 2321277340, 'deaths': 3956682, 'revives': 0, 'friendlies': 744887, 'missionSuccessRate': 91, 'accuracy': 98, 'playerCount': 87}",[]
225,ROGUE 5,Rigel,"{'name': 'Jungle', 'description': 'Abundant with life, this wet planet is covered in deep oceans, thick forests, and tall grasses.'}","[{'name': 'Volcanic Activity', 'description': 'Volcanoes throw burning rocks around this planet.'}, {'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",433678065,"{'x': 0.14809287, 'y': -0.91152894}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
226,RIRGA BAY,Rigel,"{'name': 'Toxic', 'description': ""Dense, toxic fumes from deep within the planet's crust seep out of cracks in the earth and coat the ground in a sickly haze.""}","[{'name': 'Acid Storms', 'description': 'Corrosive acid storms temporarily reduce armor effectiveness for both enemy and friendly units.'}]",1377257553,"{'x': 0.09694725, 'y': -0.7277918}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 353939, 'missionsLost': 36547, 'missionTime': 1569274413, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 1254877707, 'bulletsFired': 1056764270, 'bulletsHit': 1026697404, 'timePlayed': 1569274413, 'deaths': 1002799508, 'revives': 0, 'friendlies': 553514, 'missionSuccessRate': 90, 'accuracy': 97, 'playerCount': 3}",[]
227,SEASSE,Omega,"{'name': 'Swamp', 'description': 'Tall, gnarled trees flourish across the surface of this forested world. Sunlight filters past dangling vines, to the saturated undergrowth below.'}","[{'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",264536752,"{'x': 0.104947254, 'y': -0.82979184}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 529334, 'missionsLost': 60196, 'missionTime': 2234100114, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 365344173, 'bulletsFired': 1853458189, 'bulletsHit': 1770166704, 'timePlayed': 2234100114, 'deaths': 4035940, 'revives': 0, 'friendlies': 747588, 'missionSuccessRate': 89, 'accuracy': 95, 'playerCount': 5}",[]
228,SENGE 23,Omega,"{'name': 'Canyon', 'description': 'This arid, rocky biome covering this world has driven the evolution of exceptionally efficient water usage in its various organisms.'}","[{'name': 'Tremors', 'description': 'Frequent earthquakes stun players and enemies alike.'}]",3709894755,"{'x': -0.037947383, 'y': -0.8437918}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 252237, 'missionsLost': 21494, 'missionTime': 1029763981, 'terminidKills': 0, 'automatonKills': 369, 'illuminateKills': 199132214, 'bulletsFired': 813969956, 'bulletsHit': 801267262, 'timePlayed': 1029763981, 'deaths': 1900929, 'revives': 0, 'friendlies': 405367, 'missionSuccessRate': 92, 'accuracy': 98, 'playerCount': 0}",[]
229,SETIA,Omega,"{'name': 'Foggy Swamp', 'description': 'Squelching mud, twisting roots; the odor of rot and anarchy. A teeming, endless morass.'}","[{'name': 'Thick Fog', 'description': 'Dense fog lightly reduce visibility for both enemy and friendly units.'}]",449319042,"{'x': -0.16047508, 'y': -0.85416216}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 28290, 'missionsLost': 4496, 'missionTime': 117642991, 'terminidKills': 175, 'automatonKills': 0, 'illuminateKills': 18064316, 'bulletsFired': 80776739, 'bulletsHit': 75843028, 'timePlayed': 117642991, 'deaths': 213621, 'revives': 0, 'friendlies': 43478, 'missionSuccessRate': 86, 'accuracy': 93, 'playerCount': 1}",[]
230,SHETE,Xi Tauri,"{'name': 'Toxic', 'description': ""Dense, toxic fumes from deep within the planet's crust seep out of cracks in the earth and coat the ground in a sickly haze.""}","[{'name': 'Acid Storms', 'description': 'Corrosive acid storms temporarily reduce armor effectiveness for both enemy and friendly units.'}]",1531805760,"{'x': -0.31250626, 'y': -0.83086497}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 162714, 'missionsLost': 14136, 'missionTime': 694226884, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 116579981, 'bulletsFired': 549843406, 'bulletsHit': 542096806, 'timePlayed': 694226884, 'deaths': 1327395, 'revives': 0, 'friendlies': 226249, 'missionSuccessRate': 92, 'accuracy': 98, 'playerCount': 1}",[]
231,SIEMNOT,Xi Tauri,"{'name': 'Rainforest', 'description': ""The strange subversion of photosynthesis that sustains the oddly-hued flora that flourishes on this planet remains an intriguing mystery to Super Earth's greatest exo-biologists.""}","[{'name': 'Ion Storms', 'description': 'Ion storms intermittently disable Stratagems.'}]",3472221087,"{'x': -0.44250628, 'y': -0.76256365}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 141420, 'missionsLost': 17848, 'missionTime': 585619579, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 94576597, 'bulletsFired': 436236042, 'bulletsHit': 422444966, 'timePlayed': 585619579, 'deaths': 1084509, 'revives': 0, 'friendlies': 200642, 'missionSuccessRate': 88, 'accuracy': 96, 'playerCount': 15}",[]
232,SIRIUS,Xi Tauri,"{'name': 'Moon', 'description': 'A rocky, lonely moon with extremely valuable mineral deposits underneath the surface.'}","[{'name': 'Extreme Cold', 'description': 'Icy temperatures reduce rate of fire and delay heat buildup in weapons.'}, {'name': 'Meteor Storms', 'description': 'Meteors impact the surface causing massive damage.'}]",31903659,"{'x': -0.5732856, 'y': -0.6689176}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 289307, 'missionsLost': 28706, 'missionTime': 1204328054, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 196544496, 'bulletsFired': 882952208, 'bulletsHit': 876537396, 'timePlayed': 1204328054, 'deaths': 2167284, 'revives': 0, 'friendlies': 393005, 'missionSuccessRate': 90, 'accuracy': 99, 'playerCount': 2}",[]
233,SKAT BAY,Xi Tauri,"{'name': 'Wasteland', 'description': 'The lifeless grey of this planet is interrupted only by the violet flowers that grow from strange, parasitic outcroppings.'}","[{'name': 'Thick Fog', 'description': 'Dense fog lightly reduce visibility for both enemy and friendly units.'}]",728004013,"{'x': -0.48777303, 'y': -0.5639948}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
234,SPHERION,Quintus,"{'name': 'Jungle', 'description': 'Abundant with life, this wet planet is covered in deep oceans, thick forests, and tall grasses.'}","[{'name': 'Volcanic Activity', 'description': 'Volcanoes throw burning rocks around this planet.'}, {'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",33972203,"{'x': -0.6169949, 'y': -0.5607729}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 202501, 'missionsLost': 18793, 'missionTime': 845471834, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 139092486, 'bulletsFired': 574069596, 'bulletsHit': 560463468, 'timePlayed': 845471834, 'deaths': 1452223, 'revives': 0, 'friendlies': 275982, 'missionSuccessRate': 91, 'accuracy': 97, 'playerCount': 5}",[]
